,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
778,Senior Software Engineer: Data Infrastructure,$105k-$182k (Glassdoor Est.),"Located in Northern California, the Joby Aviation team has been steadily working toward our goal of providing safe, affordable, fully electric air transportation that is accessible to everyone. Imagine an air taxi that takes off vertically, then quietly and quickly carries you over the congestion below, giving you back that time you’d otherwise spend sitting in traffic. Technology has advanced to the point where designing and operating an all-electric aircraft is completely viable. Our team has been discreetly designing and flight testing this vehicle and is looking for talented individuals to see it through certification and high rate production.

Working as a Senior Software Engineer you will be responsible for further development of infrastructure and platforms for wrangling data produced by Joby Aviation test and flight operations. You should be able to work cohesively inside of a team, understand large data systems, and have an eye for scalable and flexible designs. You will also need to work closely with your colleagues across a broad set of highly technical disciplines who depend on data. The ideal candidate is energetic, has a positive attitude, is flexible and excited about learning and using new technologies.


The successful candidate will assist in architecting, designing, and implementing systems to:
Wrangle data from a multitude of telemetry sources.
Employ standard database technologies in a modern, scalable data mining and analytics system.
Efficiently push, pull, and process Joby Aviation data in support of Data Analytics and Machine Learning.
Provide robust analytics platforms to Joby Data Scientists and Analysts.
Support visualization and presentation tools that help Scientists and Engineers realize value from data.
Monitor performance, reliability, and trends to efficiently scale our Data Services infrastructure.

University degree in computer science, computer engineering, physics, mathematics, or similar field.
5+ years experience in relevant industry.
Expert knowledge of data system architectures.
Expert knowledge of database technologies oriented towards time-series data and platforms for scientific computing and analytics.
Expert knowledge of big-data and cloud methodologies, including extensive experience with Unix or Linux for development and deployment -- specific experience with Kubernetes and AWS considered a strong plus.
Ability to support and work closely with a myriad of colleagues who are experts in aircraft design, systems engineering, test engineering, flight test operations, data analytics, and machine learning.

POSITION MAY INCLUDE ACCESS TO TECHNOLOGY THAT IS SUBJECT TO U.S. EXPORT CONTROLS.",3.8,"Joby Aviation
3.8","Santa Cruz, CA",-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
779,"Staff Data Engineer, eComm- Visualization (Tableau SME)",$105k-$182k (Glassdoor Est.),"Position Summary...
What you'll do...


As a Staff Data Engineer, Visualization, you will help the Worlds largest omni-channel retailer structure, collect, organize and display robust data sets that will be used to manage and optimize the business. The Staff Data Engineer will work closely with database architects, channel and category BI analysts, the campaign measurement team, and data scientists on data initiatives and will ensure data is consistent and accurate at scale.

Responsibilities:
•Maintain robust visualizations to support Marketing Vehicle performance, Category performance, Customer cohort activity, and Financial Plan/Forecast reporting.
•Define the BI Architecture for dynamic and real time updates of dashboards.
•Provide data architecture that is flexible, scalable, and consistent for cross-functional use, and aligned to stakeholder business requirements.
•Deliver ongoing and accurate reporting of KPIs for Weekly Business Review reporting.
•Define optimized DB schemas that power the snappy dashboards.
•Publish KPI definitions and ensure they are consistent with Marketing Analytics, Marketing Finance, and Retail Operations expectations.
•Work with BI and data science team members to assist them in accessing and leveraging key data sets.
•Provide analytics tools and training to drive actionable insights into key business performance metrics, including campaign and category performance, marketing vehicle performance, customer funnel metrics, and operational efficiency.
•Define SLA and acceptable time lags by data source, define QA process, and socialize resolution process to ensure data accuracy and consistency.

Minimum Qualifications...


Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelors degree in Computer Science and 4 years' experience in software engineering or related field. Option 2: 6 years experience in
software engineering or related field. Option 3: Master's degree in Computer Science and 2 years' experience in software engineering or related
field.
3 years' experience in data engineering, database engineering, business intelligence, or business analytics.
Preferred Qualifications...


Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data engineering, database engineering, business intelligence, or business analytics, ETL tools and working with large data sets in the cloud, Masters degree in Computer Science or related field and 4 years' experience in software engineering",3.3,"Walmart
3.3","San Bruno, CA",-1,1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
780,Senior Data Engineer,$105k-$182k (Glassdoor Est.),"Roofstock is the leading marketplace for investing in single-family rental homes that cash flow day one. With over $2B in transactions, our mission is to make real estate investing radically accessible, cost effective and simple. We want to use technology to transform the way real estate is bought and sold and make real estate investing as simple as investing in stocks. Simply put, we are passionate about helping our customers build wealth through real estate.

Roofstock has been recognized as a great workplace by Glassdoor and Great Place to Work® and was recently named to the Forbes Fintech 50 and the Red Herring 100 lists of most innovative companies. Roofstock has raised over $83M to date, is based in Oakland, CA and Dallas,TX with approximately 200 people and is growing rapidly. Check out our reviews and see why our employees love working here!

We are looking for a talented Senior Data Engineer to join our established, small but quickly growing company, working on a wide range of data projects in close collaboration with other data engineers, data scientists, and data analysts in an integrated Data Team. We use a modern all-cloud data stack including Airflow, Docker, DBT, Python, Snowflake, Tableau, Sigma, and our old friend SQL.

If you thrive in a team environment, are willing to pitch in wherever needed to help the team succeed, are passionate about data and excited about empowering users with data to drive decision making, Roofstock is the place for you.
What you will do:
Improve and maintain the data infrastructure
Design, implement and deploy, scalable, fault-tolerant pipelines that ingest, and refine large diverse (structured, semi-structured and unstructured datasets) into simplified accessible data models in production
Built departmental data-marts for supporting analytics across the company
Collaborate with cross-functional teams to understand data flows and processes to enable design and creation of the best possible solutions to each engineering challenge
Provide quality data solutions in a timely manner and be responsible for data governance and integrity while meeting objectives and maintaining SLAs
Build tools and fundamental data sets that encourage self-service
What you bring with you:
BS or MS in a technical field: computer science, engineering or similar
8+ years professional experience working with both relational and analytical databases (preferably SQL Server, PostgresSQL, Snowflake)
5+ years professional experience in building robust data pipelines (beyond simple API pulls) and writing ETL/ELT code (SSIS, Informatica, python code, shell scripts, complex SQL)
3+ years of experience working with Airflow, AWS/Azure
Expert understanding of the SDLC, data warehousing concepts and dimensional data modeling
Advanced skills related to database management, administration and security
Experience building and deploying data-related infrastructure (messaging, storage, compute, transform, execution via docker, and/or CI/CD pipelines across dev/stage/prod)
Experience in DBT is a plus
Strong communication and interpersonal skills
Roofstock is an equal opportunity employer. In keeping with the values of Roofstock, we make all employment decisions including hiring, evaluation, termination, promotional and training opportunities, without regard to race, religion, color, sex, age, national origin, ancestry, sexual orientation, physical handicap, mental disability, medical condition, disability, gender or identity or expression, pregnancy or pregnancy-related condition, marital status, height and/or weight.",4.2,"Roofstock
4.2","Oakland, CA",-1,51 to 200 Employees,2015,Company - Private,Real Estate,Real Estate,$10 to $25 million (USD),-1
781,"Senior Software Engineer, Data",$105k-$182k (Glassdoor Est.),"Role Summary

You will help build the core technology and algorithms that drive the newest addition to our suite: Usage Intelligence. This position will have the opportunity to contribute greatly to both our company by producing quality actionable data that our users can derive insight from, as well as to your career - through the work you will do in this leading area of technology.

You have worked at a startup before, and are used to working in a fast paced environment and making a big impact on the projects you work on and lead.

If you're this purple squirrel we speak of - that has strong data science skills, even stronger coding skills and great product/business acumen, our co-founders are ready to talk.

Who We Are

Sensor Tower is the leading solution for mobile marketers, app developers, and industry analysts who demand superior competitive insights into the mobile market economy and are looking to increase app downloads through app store optimization.

We serve independent and Fortune 500 customers alike, spanning the mobile games, travel & hospitality, music, finance, and broadcast entertainment markets. Our suite of products consist of free, “SMB”, and Enterprise-tiered solutions including Store Intelligence, Usage Intelligence, Ad Intelligence, and App Intelligence.

We are a privately held company headquartered in San Francisco and was a member of AngelPad’s startup incubator program in 2013. Our insights are cited by the world’s leading news and finance publications, including the Wall Street Journal, The New York Times, Forbes, Fortune, Bloomberg, CNBC, The Washington Post, and Reuters.

Read more about some of our Technical challenges here (written by members of our engineering team):
https://sensortower.com/blog/speeding-up-the-backend-with-graph-theory
https://sensortower.com/blog/how-we-scaled-to-thousands-of-sidekiq-workers

Read more about our Engineering Culture here: https://www.keyvalues.com/sensor-tower
Responsibilities
Execute on the development of data modeling algorithms with a focus on: analyzing large sets of data, building models, ensuring data accuracy, reliability and consistency.
Developing, refining and bringing data models to production. This role will work on models that are consumed by our end users: you’re not building internal tools or one time reports, but working on the actual product that our users consume and rely on every day.
Embrace a quick build, measure and iterate cycle to bring products to market and work alongside world class engineers, and data scientists.
Requirements
You have experience working on engineering, data analysis and data modelling problems at scale, and producing data models that drive meaningful business impact.
You are comfortable and fluent with high level Math and Statistics concepts.
You have experience designing and fine tuning algorithms. You are challenge driven and enjoy solving difficult problems while ensuring data accuracy.
4+ Years working and coding in a programing language like Python, Ruby, etc.
BS or Advanced degree in CS or related field.
Why Join Sensor Tower?
We were named one of the 50 Tech Companies to Know in 2020 by BuiltIn
After seven years of building Sensor Tower off of $1MM (Seed, 2013), we're excited to announce our $45MM growth investment. Read more about it here, in the words of our co-founders.
We have a birds-eye view of the entire mobile app ecosystem, and we keep our teams constantly abreast of the latest mobile app trends, news, and best practices.
You align with our Core Values: Customer-Focused, Innovative, Continuously Learning, Action-Oriented, Respectful, Data & Metrics-Driven.
We grant options to all of our employees because we recognize that everybody plays an integral role in our success; thus all employees should be invested in Sensor Tower (both figuratively and literally).
We offer unlimited PTO, Health and Wellness stipends, flexible work hours, 401K, team trips (white water rafting, Hawaii, and weekend Tahoe mansion trips to name a few), and more
Covid-19 Specific benefits: Stipend to set up your home office and/or gym, WiFi stipend, daily UberEats delivery stipend, and virtual team events
For more information about our Engineering team, please visit our Key Values profile.

Sensor Tower is proud to be an equal opportunity workplace.

We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

If you have a disability or special need that requires accommodation, please let us know.",4.6,"Sensor Tower
4.6","San Francisco, CA",-1,1 to 50 Employees,-1,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
782,Senior Data Engineer,$105k-$182k (Glassdoor Est.),"Requisition ID # 55671

Job Category : Information Technology

Job Level : Individual Contributor

Business Unit: Information Technology

Job Location : San Francisco

Department Overview

PG&E’s Information Technology (IT) organization is comprised of various unified departments which collaborate effectively in order to deliver high quality technology solutions.

The Data & Analytics Team within IT is responsible for working collaboratively with the lines of business (e.g., Electric Operations, Gas Operations, etc.) to implement consumer-grade data platforms and products across various user groups (e.g., asset strategists, inspectors, emergency operations, etc.). This includes, but is not limited to:
Deploying best-in-class / rapid delivery capabilities for data solutions and self-service enablement for highly skilled analysts and data scientists
Simplifying, improving, and standardizing processes to promote data-driven decisions and drive the digital transformation of the utility.
Rapid delivery of back-end solutions for a multitude of applications
Position Summary

We are looking for a Senior Data Engineer to be part of our exciting and growing team. Your primary focus is to build data products to support risk reduction and digital transformation of the company. As a productive member of a motivated group of engineers, product teams, and technical analysts, you will be producing ground-breaking, forward thinking, and revolutionary projects that are industry changing.

What you will get:
The opportunity to contribute to a best-in-class digital organization that ships real products to real users that have a direct impact to company operations and improvements to the safety of California
Extreme leadership support for your development and your day to day success
Autonomy to make decisions in a rapidly growing team
Best in class perks and benefits
Responsibilities:
Build awesome big data products within a fun team where culture is the foundation for success
Provide input on technical feasibility while collaborating with teams to guide features and provide technical know-how
Provide subject matter expertise to design data products and workflows that are robust and fault tolerant
Evolve technical solutions to incorporate new technologies
Debug and optimize complex applications that have real impacts
Build best-in-class cloud-native data products in AWS
Effectively communicate the solution to non-technical stakeholders
Maintain a productive working environment while fostering an open and honest culture of trust, accountability, and humbleness
Be a strong advocate for a culture of quality
Follow an agile development methodology
Qualifications:

Minimum:
BA/BS in Computer Science, Management Information Systems, or equivalent experience and/or field of study
5 years of programming analysis experience
Desired:
10 years of IT/Software Engineering experience
7 years of experience working in application development and architecture
5 years of experience developing solution architecture for complex technical problems
Hands on experience working with multiple technologies and platforms
Exposure to enterprise applications and ERP systems (e.g. SAP)
Strong Data Engineering experience specifically including AWS Glue, Python, PySpark and SQL
Experience in building and deploying through CI/CD (e.g. Jenkins)
Working knowledge of Docker and Kubernetes
Experience working in an Agile environment
Experience with developing solutions for data driven applications in the cloud
Experience in developing fault-tolerant applications
Experience with instrumenting applications with health checks and proactive monitoring
Excellent communication and collaboration skills and a strong work ethic
Very strong analytical and problem-solving skills
Experience with GIS
Knowledge of SAP
Able to build a sense of trust and rapport that creates a comfortable & effective workplace
Able to further community & elevate team performance
Brings a high-energy and passionate outlook to the role and has strong sense of ownership",3.5,"Pacific Gas And Electric Company
3.5","San Francisco, CA",-1,10000+ Employees,1905,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
783,GCP Data Engineer,$105k-$182k (Glassdoor Est.),"GCP Data Engineer

San Jose, CA (OR) RTP, North Carolina

Salary – Open, but please keep it as low as possible

Must Have:

Data Warehousing

Data Modeling

GCP

Snowflake

Responsibilities
Architect & build data pipelines from snowflake to GCP
Manage and improve the data integrity and reliability of data services.
Build data frameworks to onboard new data into snowflake and GCPdata warehouse
Foster collaboration among engineering teams, IT & other business groups to ensure data access is secure & are audit-able.
Automation of data pipelines and ensure it’s scalable and performant as well as creating and maintaining service to connect data products.
Hands on, sleeves up development to conduct proof of concepts where required to enable DataOps methodologies. Automating data provisioning activities, etc.
Ensure DataOps and automation initiatives are implemented considering operational requirements and the solutions deployed in production are fit for purpose and ease operational activities.
Incorporate agile ways of working into the delivery process thru use of DABL (Discovery, Alpha, Beta, Launch) framework to show incremental value.
Collaborate with Architects, DevOps engineers, Data Scientists, Data Analysts, Ops teams, and Product Vendors to drive a common DataOps framework for continuous delivery and quality attainment.
Support any engineering effort it takes to make DSDR useful and adopted by all targeted data science & analytics teams.
Supporting multiple data science teams in getting access to data in Snowflake, & troubleshooting Snowflake platform issues.
Assisting with enabling and executing on cross-functional shared data science team workflow architecture.
WHAT YOU WILL NEED:
8+ years of experience in Data warehousing, data modeling, and SQL .
3 + years of experience in working on public cloud (AWS & GCP)
3+ years of experience in MPP or Cloud data warehouse solutions like Snowflake, Redshift, BigQuery or Teradata
Experience in ETL based data pipeline build outs is useful..
Experience with sourcing and modeling data from application APIs.
Strong communication and cross functional collaboration skill
Job Type: Contract

Schedule:
Day shift
Work Remotely:
Temporarily due to COVID-19",3.1,"SSIT
3.1","San Jose, CA",-1,201 to 500 Employees,-1,College / University,Colleges & Universities,Education,Less than $1 million (USD),-1
784,Data Frameworks Engineer,$105k-$182k (Glassdoor Est.),"Summary:
We are looking for a savvy Data Frameworks Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Frameworks Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

Job Responsibilities:
Create and maintain data pipeline frameworks with the optimal architecture,
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work with data and analytics experts to strive for greater functionality in our data systems.

Skills:
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
A successful history of manipulating, processing and extracting value from large disconnected datasets.
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
Strong project management and organizational skills.
Experience supporting and working with cross-functional teams in a dynamic environment.
We are looking for a candidate with 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science. They should also have experience using the following software/tools:
Solid Experience with big data tools: Hadoop, Spark, Kafka, etc.
Experience with data pipeline and workflow management tools: Airflow.
Experience with AWS cloud services: EC2, EMR
Experience with Vertica
Experience with stream-processing systems: Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.

Education/Experience:
Bachelor's degree in computer science or equivalent training required.
5+ years related experience required.",4.1,"APN Software Services Inc.
4.1","Mountain View, CA",-1,51 to 200 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
785,Cyber System Administrator-Network Security Engineer Analyst,$105k-$182k (Glassdoor Est.),"Cyber System Administrator-Network Security Engineer Analyst

Company:

The Boeing Company

Job ID:

00000206733

Date Posted:

2020-08-28-07:00

Location:

USA - Seal Beach, CA

Job Description Summary:

Researches, analyzes, and compiles basic technical data for company products and system-level concepts in the projected operational environments to optimize effectiveness over the program lifecycle. Applies systems engineering processes, methodologies and tools to the design of basic system of systems, systems and new product development. Derives and develops basic architectures, functional requirements, refinements and product designs. Assists in the integration of technical, cost, value, risks and specialty engineering considerations into definition of the product. Interfaces with other members of the project or program teams, management, sales and marketing staff, customers and suppliers to meet group, organization and company objectives. Works under general supervision.

Boeing is the world's largest aerospace company and leading manufacturer of commercial airplanes and defense, space and security systems. We are engineers and technicians. Skilled scientists and thinkers. Bold innovators and dreamers. Join us, and you can build something better for yourself, for our customers and for the world.

Relocation:

Relocation is available for eligible candidates, if authorized

Export Control Requirement:

Safety Sensitive:

This is not a safety sensitive position

Contingent Upon Award Program

This position is not contingent upon program award

Job Description Qualifications:

At Boeing, we are all innovators on a mission to connect, protect, explore and inspire. From the seabed to outer space, you’ll learn and grow, contributing to work that shapes the world. Find your future with us.

Boeing Defense, Space & Security (BDS) is looking for a Cyber System Administrator-Network Security Engineer Analyst (Level 2) to join the team at Seal Beach in California. Periodic Frequent Travel is expected, (up to 50%) for short periods of time, based on program needs. This is a 1st shift position.

Boeing Defense, Space & Security Experimental Systems Group (ESG), a unit of Boeing Space and Launch Systems is a flexible unit of The Boeing Company and headquartered in St. Louis. BDS is one of the world's largest defense, space and security businesses specializing in innovative and capabilities-driven customer solutions, and the world's largest and most versatile producer of military aircraft and commercial/civil/government space systems.

Position Responsibilities:
Ensure performance of existing network, maintain configuration of network devices (routers, switches, firewalls) and trouble shoot network as necessary to resolve issues.
Ensure performance of existing terrestrial communications devices and trouble shoot as necessary to resolve issues.
Maintain network documentation.
Add/delete devices on network as required.
Install/replace hardware and cabling as required.
Comply with cybersecurity requirements (RMF) by performing hardening and patching on network devices and PCs, installing & maintaining required monitoring software and providing CONOPS as required.
Regular on-console work as responsible engineer for facility network and terrestrial communications devices.
Work with multi-skill team to accomplish team objectives.
Managing end of service life status on all network and PC hardware and software and developing mitigation plans as needed.
This position requires an active Top Secret U.S. Security Clearance. (A U.S. Security Clearance that has been active in the past 24 months is considered active.) Special Program Access is required pre-start.

Basic Qualifications (Required Skills/Experience):
Associate's degree or related certification and 2 years of related experience or an equivalent combination of technical education and experience.
Preferred Qualifications (Desired Skills/Experience):
Engineering or Computer Science degree
Windows and Linux systems administration experience, Windows 10, RHEL 7
Network & related skills : Cisco router/switch/firewall configuration, Wireshark, Active Directory, NetApp, VM Ware
Familiarity with cybersecurity monitoring software (Splunk, McAfee, etc.)
On-console operational experience
Team player
Translate security policies and procedures into technical architectures
At least 5 years of experience installing, monitoring, and maintaining network security solutions
CISSP, Security+, CEH, CISA or other DOD 8570.01 IAT certification
The following are highly desired:
CCNA, CCNP or other Cisco certification
MCSA, MCSE or other Microsoft certification
RHCE, RHSA or other RedHat Certification
VCP, VCAP or other VMWare certification
NCDA, NCSA or other NetApp certification
Typical Education & Experience:
Education/experience typically acquired through advanced technical education (e.g. Bachelor) and typically 2 or more years' related work experience or an equivalent combination of technical education and experience (e.g. Master, 6 year's related work experience, etc.).

Relocation:

This position offers relocation based on candidate eligibility. (Basic relocation is available for internal candidates, based on candidate eligibility.)

Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.

Additional Information:

All information provided will be checked and may be verified.

Please apply as soon as possible for this role as recruitment may commence before the end date.

Experience Level:

Individual Contributor - 2

Job Type:

Regular

Job Code:

6K8DI2 (648)

Equal Employment Opportunity:

Stay safe from recruitment fraud! The only way to apply for a position at Boeing is via our Careers website.

Learn how to protect yourself from recruitment fraud - Recruitment Fraud Warning

Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.

Request an Accommodation - Requesting Interview Accommodations

Applicant Privacy - Applicant Privacy

EEO is the law Poster - EEO is the law

Boeing Policy on EEO - Boeing EEO Policy

Affirmative Action and Harassment - Boeing Affirmative Action and Harassment

Boeing Participates in E – Verify
English - E-Verify (English)
Spanish - E-Verify (Spanish)
Right to Work Statement
English - Right to Work (English)
Spanish - Right to Work (Spanish)",3.7,"Boeing
3.7","Seal Beach, CA",-1,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
786,"Senior/Staff Software Engineer, Data Infrastructure",$105k-$182k (Glassdoor Est.),"Senior/Staff Software Engineer, Data Infrastructure

Every year, while Americans wait for their paychecks, more than $1 trillion of their hard-earned money is held up in the pay cycle. As a result, we accumulate over $50 billion in late and overdraft fees and turn to high-interest loans. Overdraft charges and bank fees often trap people in a cycle of debt that can lead to unhealthy decisions and falling victim to predatory businesses disguised as helpful services. We don't accept that.

Earnin is an app that creates products that help people gain control of their finances. Cash Out lets people get paid as soon as they leave work, with no fees, interest, or hidden costs. With Health Aid, Earnin negotiates on behalf of community members to lower their total unpaid medical bill and work out a budget-friendly payment plan. Cash Back Rewards is a way for members to earn up to 10% cash back on purchases from over a thousand local and national businesses without needing a credit card or having to reach spend thresholds to earn cash rewards — and they can withdraw the money at any time. We also offer free tools to help avoid overdrafts, to remind people when recurring bills are due, and we're working on more! There is never any required cost to use any of these products or services, users can choose to tip what they think is fair to support the service and pay it forward to keep the movement going.

Earnin is supported by funding partners including Andreessen Horowitz, Matrix Partners, Ribbit Capital, Felicis Venture, Thrive Capital, and others. Join us and help build a new financial system focused on fairness and people's needs.

You can help make a difference.

About the Team:

We are a data driven mobile financial tech company. The Data Infrastructure team builds the data services and data infrastructure that powers data science, analytics, and product development throughout Earnin. We are looking for a product-minded, self-driven Senior Software Engineer to own multiple large-scale projects that advance our mission of enabling people to gain access to their paycheck on demand.

What sets us apart:
High impact roles at a relatively small company that's aggressively growing our user base.
We are a collaborative team and genuinely enjoy working with each other.
We believe in empowering our people to be successful.
We're building a product that inspires fairness across the financial world and helps people not get taken advantage of.
As a Senior Engineer you will:
Break down complex problems into their bare essentials, translate this complexity into elegant design and create high quality, maintainable code.
Build massively scalable, production-grade data services.
Champion data quality and governance throughout the organization.
Build a world class data lake and data warehouse.
Design and develop new systems and tools to enable all of Earnin to consume and understand data faster.
Own the end to end design, build, and maintenance of platform services, data pipelines, and data products.
Implement comprehensive monitoring, logging, and alerting across our data infrastructure.
Work cross functionally with other teams (data science, design, product, marketing, and analytics) in high visibility roles as an engineering leader.
Build and deploy the data architecture that supports machine learning model development and actionable analytics.
Work with product engineering and data science teams to design scalable, performance model deployment architectures.
Communicate the tradeoffs of technical decisions to multiple stakeholders, including non-technical audiences.
Collaborate with and mentor other engineers and provide engineering direction to data scientists and analysts.
Actively engage and drive design reviews and code reviews.
Some skills we consider critical to being a Senior Engineer:
BS or MS degree in Computer Science, Engineering, or a related technical field.
8+ years of development experience in a fast-paced environment, especially startups.
5+ years of experience working with data systems.
Strong Python and SQL skills.
Strong programming and architecture skills.
Excellent written and verbal communication skills, including the ability to identify and communicate data driven insight.
Taking pride in your code quality and helping others elevate their own code quality.
Substantial experience with testing, data validation, and data quality assurance.
You can articulate the tradeoffs of different deployment architectures (e.g. streaming vs. batch vs. service-based).
Experience designing data platforms and services on cloud infrastructure, preferably AWS.
Hands-on experience designing and building large-scale solutions with the Hadoop stack and/or Spark.
Experience tuning and optimizing Spark-based applications.
Experience deploying and/or using query engines like AWS Athena, Presto, and Impala.
Experience with AWS analytical services like Redshift.
Hands-on experience working with a varied set of data storage technologies (e.g. Mysql, Postgres, DynamoDB, S3, etc.). You know where and when to use each.
Extensive experience with data modeling for multiple use cases and application styles, including NoSQL data modeling.
Experience working with data formats such as Avro and Parquet.
Experience working with alerting and monitoring tools like DataDog and PagerDuty.
Nice to haves:
You have experience building and deploying machine learning models.
You have experience using Terraform.
You have substantial experience working at a startup.
You have experience with data modeling in Redshift.
Experience with streaming infrastructure like Kafka.
Experience working with Kubernetes.
Experience building and deploying AWS Lambda applications.",3.4,"Earnin
3.4","Palo Alto, CA",-1,201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
787,JPSC-8648 - Senior Data Engineer/Architect,$105k-$182k (Glassdoor Est.),"Overview

Job Description
8-10 years of experience in data engineering and working with big data
Experience coming from companies managing big data sets and content.
Qualifications
10 years of hands-on experience in data engineering
4 years of experience leading data engineering teams for AI/ML platforms that serve real-time products
4 years of experience leading data engineering recruitment, mentoring and conducted hands-on training sessions to data scientists, analysts and BI engineers.
2 years of experience collaborating to design standards, championing data engineering culture and developing world-class technical talent.
2 years of experience as a Data Architect for AI/ML platforms and driving engineering roadmap.
Track record of being a hands-on contributor for various data science and engineering projects
Track record of bringing 2 enterprise products to market from conception to deployment
Experience building and delivering a cloud-based analytics solution
Proven track record of meeting aggressive release schedules; demonstrated ability to balance multiple priorities in a complex environment and manage teams to successful project completion.",4.5,"Avani Technology Solutions
4.5","San Mateo, CA",-1,501 to 1000 Employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
